450;1052491688.00;1052491775.00;AT
451;1053294848.00;1053295103.00;AT
452;1053295392.00;1053295423.00;AT
453;1053295456.00;1053295471.00;AT
454;1053295616.00;1053296639.00;AT
455;1053339648.00;1053340159.00;AT
456;1054121984.00;1054130175.00;AT
457;1054474240.00;1054539775.00;AT
458;1054969032.00;1054969039.00;AT
459;1056522240.00;1056538623.00;AT
460;1120914416.00;1120914431.00;AT
461;1296605184.00;1296607231.00;AT
462;1296715776.00;1296717823.00;AT
463;1296723968.00;1296726015.00;AT
464;1296754912.00;1296754927.00;AT
465;1296764928.00;1296766975.00;AT
466;1299447808.00;1299709951.00;AT
467;1306288128.00;1306296319.00;AT
468;1307262976.00;1307271167.00;AT
469;1307385856.00;1307394047.00;AT
470;1307721728.00;1307725823.00;AT
471;1307897856.00;1307898047.00;AT
472;1307898080.00;1307898575.00;AT
473;1307898592.00;1307901951.00;AT
474;1310246960.00;1310246975.00;AT
475;1310247576.00;1310247583.00;AT
476;1310247832.00;1310247839.00;AT
477;1310248600.00;1310248607.00;AT
478;1311297536.00;1311299583.00;AT
479;1311338496.00;1311340543.00;AT
480;1311346688.00;1311348735.00;AT
481;1315438592.00;1315504127.00;AT
482;1317273600.00;1317306367.00;AT
483;1317945344.00;1317978111.00;AT
484;1318600704.00;1318608895.00;AT
485;1334584256.00;1334584287.00;AT
486;1334682624.00;1334682879.00;AT
487;1334784000.00;1334788095.00;AT
488;1336594432.00;1336596479.00;AT
489;1336827904.00;1336836095.00;AT
490;1346404352.00;1346408447.00;AT
491;1346510848.00;1346519039.00;AT
492;1346537984.00;1346537988.00;AT
493;1346537992.00;1346537999.00;AT
494;1346760704.00;1346764799.00;AT
495;1347022848.00;1347024895.00;AT
496;1347025152.00;1347026943.00;AT
497;1347100672.00;1347108863.00;AT
498;1347153920.00;1347158015.00;AT
499;1347229312.00;1347229343.00;AT
500;1347229728.00;1347229743.00;AT
501;1347346432.00;1347354623.00;AT
502;1347481600.00;1347485695.00;AT
503;1347518464.00;1347522559.00;AT
504;1347856640.00;1347856895.00;AT
505;1348034560.00;1348038655.00;AT
506;1348235264.00;1348239359.00;AT
507;1349255168.00;1349517311.00;AT
508;1350041600.00;1350091135.00;AT
509;1350091200.00;1350091991.00;AT
510;1350092000.00;1350092375.00;AT
511;1350092392.00;1350092467.00;AT
512;1350092472.00;1350092495.00;AT
513;1350092504.00;1350215167.00;AT
514;1350215192.00;1350215679.00;AT
515;1350215684.00;1350215699.00;AT
516;1350215704.00;1350215743.00;AT
517;1350215752.00;1350215763.00;AT
518;1350215768.00;1350215783.00;AT
519;1350215792.00;1350215903.00;AT
520;1350215912.00;1350215971.00;AT
521;1350215976.00;1350215987.00;AT
522;1350215992.00;1350216023.00;AT
523;1350216032.00;1350216047.00;AT
524;1350216056.00;1350216075.00;AT
525;1350216080.00;1350216095.00;AT
526;1350216108.00;1350216111.00;AT
527;1350216128.00;1350216151.00;AT
528;1350216160.00;1350216175.00;AT
529;1350216184.00;1350216203.00;AT
530;1350216208.00;1350216211.00;AT
531;1350216220.00;1350216223.00;AT
532;1350216228.00;1350216231.00;AT
533;1350216236.00;1350216239.00;AT
534;1350216244.00;1350216247.00;AT
535;1350216252.00;1350216275.00;AT
536;1350216288.00;1350216295.00;AT
537;1350216300.00;1350216311.00;AT
538;1350216316.00;1350216431.00;AT
539;1350216452.00;1350216455.00;AT
540;1350216460.00;1350216467.00;AT
541;1350216488.00;1350216551.00;AT
542;1350216556.00;1350216711.00;AT
543;1350216720.00;1350216723.00;AT
544;1350216728.00;1350216731.00;AT
545;1350216736.00;1350216743.00;AT
546;1350216760.00;1350216983.00;AT
547;1350216988.00;1350217011.00;AT
548;1350217016.00;1350217027.00;AT
549;1350217032.00;1350217043.00;AT
550;1350217052.00;1350217079.00;AT
551;1350217084.00;1350217115.00;AT
552;1350217120.00;1350217135.00;AT
553;1350217140.00;1350217343.00;AT
554;1350217352.00;1350217403.00;AT
555;1350217424.00;1350217455.00;AT
556;1350217472.00;1350217635.00;AT
557;1350217640.00;1350217695.00;AT
558;1350217712.00;1350219775.00;AT
559;1350221824.00;1350295823.00;AT
560;1350295832.00;1350295847.00;AT
561;1350295856.00;1350296071.00;AT
562;1350296080.00;1350296099.00;AT
563;1350296112.00;1350296119.00;AT
564;1350296128.00;1350296199.00;AT
565;1350296244.00;1350296247.00;AT
566;1350296256.00;1350296303.00;AT
567;1350296320.00;1350296327.00;AT
568;1350296344.00;1350296351.00;AT
569;1350296360.00;1350296367.00;AT
570;1350296388.00;1350296391.00;AT
571;1350296396.00;1350296399.00;AT
572;1350296440.00;1350296511.00;AT
573;1350296520.00;1350296539.00;AT
574;1350296544.00;1350303743.00;AT
575;1352271088.00;1352271095.00;AT
576;1354663808.00;1354663808.00;AT
577;1354668032.00;1354668159.00;AT
578;1354677152.00;1354677159.00;AT
579;1357759184.00;1357759191.00;AT
580;1357765824.00;1357765831.00;AT
581;1357875200.00;1357875215.00;AT
582;1357875264.00;1357875279.00;AT
583;1357963264.00;1357964199.00;AT
584;1357964208.00;1357967359.00;AT
585;1357975552.00;1357979647.00;AT
586;1358143488.00;1358144159.00;AT
587;1358144192.00;1358147519.00;AT
588;1358230112.00;1358230115.00;AT
589;1358232704.00;1358232831.00;AT
590;1358282752.00;1358286847.00;AT
591;1358328672.00;1358328727.00;AT
592;1358700544.00;1358704639.00;AT
593;1359200256.00;1359216639.00;AT
594;1359331328.00;1359347711.00;AT
595;1359469944.00;1359469983.00;AT
596;1359642624.00;1359675391.00;AT
597;1360011264.00;1360015359.00;AT
598;1360027648.00;1360031743.00;AT
599;1360039936.00;1360043743.00;AT
600;1360043748.00;1360044031.00;AT
601;1360236544.00;1360240639.00;AT
602;1360334848.00;1360338943.00;AT
603;1360359424.00;1360363519.00;AT
604;1360564224.00;1360568319.00;AT
605;1360646144.00;1360650239.00;AT
606;1360822272.00;1360826367.00;AT
607;1361018880.00;1361022975.00;AT
608;1365045248.00;1365047295.00;AT
609;1365047424.00;1365047551.00;AT
610;1365047648.00;1365047679.00;AT
611;1365047808.00;1365047871.00;AT
612;1365047904.00;1365047999.00;AT
613;1365048192.00;1365048255.00;AT
614;1365048384.00;1365048511.00;AT
615;1365048608.00;1365048703.00;AT
616;1365048888.00;1365048895.00;AT
617;1365048928.00;1365049343.00;AT
618;1365127168.00;1365129471.00;AT
619;1365129728.00;1365130271.00;AT
620;1365130304.00;1365130495.00;AT
621;1365131008.00;1365131263.00;AT
622;1371340800.00;1371406335.00;AT
623;1373175808.00;1373241343.00;AT
624;1373569024.00;1373634559.00;AT
625;1382481920.00;1382498303.00;AT
626;1384191360.00;1384191423.00;AT
627;1384194176.00;1384194207.00;AT
628;1385521152.00;1385529343.00;AT
629;1385554528.00;1385554531.00;AT
630;1385554720.00;1385554735.00;AT
631;1385557504.00;1385557759.00;AT
632;1385611264.00;1385619455.00;AT
633;1388314624.00;1388322815.00;AT
634;1388478464.00;1388486655.00;AT
635;1388677632.00;1388677663.00;AT
636;1388728641.00;1388728673.00;AT
637;1388728735.00;1388728762.00;AT
638;1388728784.00;1388728799.00;AT
639;1388728816.00;1388728820.00;AT
640;1388729209.00;1388729240.00;AT
641;1388729281.00;1388729296.00;AT
642;1388729305.00;1388729320.00;AT
643;1388729857.00;1388729888.00;AT
644;1388731137.00;1388731391.00;AT
645;1389555264.00;1389555327.00;AT
